	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
PHLDB1	0.036664941	0	0	0.014633552	0	0.01753776	0	0	0	0.001622041	0.009420418	0.015056195	0.010952137
AP002954.3	0	0	0	0	0	0	0	0	0	0	0	0.000414127	0
TREH	0	0	0	0	0	0.000111187	0	0	0	0	0	0	0
AP002954.4	0	0	0	0	0	0.00070746	0	0	0	0	0	0.000618577	0.000800995
DDX6	2.010991365	0.358422592	0.475458977	0.849100263	0.436447114	0.651383081	0.645451645	0.698202643	0.539537286	0.525429672	0.466490091	0.558689362	0.948188386
RP11-158I9.8	0	0	0	0.018526245	0	0.007529183	0.009541126	0.024824731	0	0.024146585	0.014978098	0.009437957	0.012638953
CXCR5	0	0	0.036228811	0.015904741	0.028012636	0.003100289	0	0	0	0.001082689	0	0.001419157	0.002567554
RP11-158I9.5	0	0	0.009121743	0	0	0	0	0	0	0	0	0	0
BCL9L	0.16144237	0.14285902	0.095035996	0.053542925	0.174483567	0.042132915	0.106930467	0.09981719	0.152244028	0.084347694	0.070947633	0.088018265	0.116611563
UPK2	0	0	0	0	0	0.002632432	0	0.004695234	0	0	0	0.001292118	0.00113832
FOXR1	0	0	0	0	0	0	0	0	0	0	0	0.000399399	0
RP11-110I1.12	0.080430271	0.037150722	0.026162868	0.007181669	0	0.003349672	0.016894561	0.008763835	0	0.014543764	0.064003624	0.007500898	0.004644288
CCDC84	0.558726734	0.017993551	0.125014721	0.091841303	0.038867561	0.054916682	0.054994354	0.118134428	0	0.103050762	0.050241633	0.060838826	0.052575303
RP11-110I1.11	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS25	2.702479008	8.793201263	10.42761355	7.702511397	10.76663188	8.459121154	7.310581387	6.328253272	7.224890407	6.770772897	5.504948752	6.220482481	7.002101302
TRAPPC4	0.056681294	0.167139726	0.170476478	0.190353873	0.07554276	0.216901933	0.155049226	0.198985309	0.268380278	0.21923384	0.149860403	0.219246628	0.322051441
SLC37A4	0	0.022243996	0	0.021884059	0.053542754	0.016836691	0.025271362	0.023452823	0	0.024945748	0.052984946	0.018249377	0.013597063
RP11-110I1.6	0	0	0	0	0	0	0	0	0	0	0	0	0.000345266
HYOU1	0.073047264	0.196912302	0.287473028	0.113764096	0.154744166	0.151545138	0.211250449	0.13997288	0.189689271	0.121734403	0.106786578	0.136395772	0.179465871
RP11-110I1.14	0	0	0	0	0	0	0	0	0	0	0	0.000300264	0
RP11-110I1.13	0.031758558	0	0	0.018504967	0.009074484	0.008477069	0.027325691	0.019575977	0.022031496	0.022585688	0	0.015119467	0.010877168
VPS11	0.076352728	0.02274414	0.092948343	0.094438259	0.053995323	0.056351899	0.026803321	0.052929542	0.084007595	0.078431754	0.042123141	0.073431338	0.064163788
HMBS	0.013323488	0.005840828	0.037339553	0.023573839	0	0.014891525	0.024644507	0.01902725	0.023448598	0.035668935	0.097480537	0.01378471	0.009717349
H2AFX	0.025874185	0.31441925	0.052325736	0.335197331	0.34594545	0.663482931	0.225231574	0.20456915	0.225751005	0.345328814	1.703640832	0.701606986	0.455366015
DPAGT1	0.171966565	0.088052094	0.090326837	0.052331354	0.048658211	0.059242402	0.064005839	0.124543193	0.086565284	0.063944295	0.11253254	0.058956692	0.053111988
C2CD2L	0.020328157	0.049367712	0.031921157	0.025018379	0.055074405	0.0202953	0.036853049	0.040829927	0	0.012595518	0.031754331	0.025356779	0.023112912
HINFP	0.043163016	0.084130776	0.079171933	0.055218151	0.030592386	0.0397958	0.020492046	0.040874155	0	0.050145567	0.047925111	0.043225671	0.045930106
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRX1	0	0.031981583	0.093977269	0.035156302	0.038220769	0.016411529	0.063921796	0.05860541	0.087508676	0.040516406	0.038609019	0.024274533	0.030278088
PDZD3	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC153	0	0	0	0	0	0.000310795	0.003918974	0	0	0	0	0.002267371	0.000688249
CBL	0.398127484	0.197009115	0.238452157	0.169822198	0.11187968	0.085285703	0.06407961	0.070980976	0.089617855	0.091858936	0.159500739	0.061943323	0.075474368
MCAM	0	0	0	0.019381684	0	0.007755628	0	0	0	0	0	0	0
RNF26	0.036061177	0.062339876	0.045590108	0.045723151	0.020611127	0.030963566	0.045209041	0.041335543	0	0.040653372	0.114817043	0.039517048	0.034885215
RP11-334E6.10	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF5	0	0	0	0	0	0	0	0	0	0	0	0	0
MFRP	0	0	0	0	0	0	0	0	0	0	0	0	0
USP2	0	0	0	0.002872681	0	0.002026415	0	0	0	0.001487584	0.006792206	0.003354501	0.00114388
RP11-334E6.3	0	0	0	0	0	0	0	0	0	0	0	0	0
USP2-AS1	0	0	0	0.003305634	0	0.001359409	0	0	0	0	0	0	0.000486891
THY1	0	0	0.169915251	0	0	0.004465034	0	0	0	0.001874703	0	0	0.000302153
RP11-196E1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
PVRL1	0	0	0	0.001774689	0	0.009766226	0	0.01940622	0	0.0033153	0.01533701	0.01131396	0.014359346
CTD-2523D13.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2523D13.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-831A10.1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM29	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000679.2	0	0	0	0	0	0	0	0	0	0	0	0	0
OAF	0	0	0	0	0	0.000820498	0	0.006439599	0	0.005113344	0	0.004019524	0.005918167
POU2F3	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM136	0	0	0.030860533	0	0	0.002935211	0	0	0	0	0	0.000524503	0
ARHGEF12	0.238188169	0.025689452	0.053555822	0.04531286	0.031186685	0.028773231	0.052557133	0.051721463	0.026543065	0.031066916	0.005367394	0.016483477	0.025935986
GRIK4	0	0	0	0.002908781	0	0.001074729	0.028445094	0.006515113	0	0.006403104	0	0.003597852	0.005328171
RP11-640N11.2	0	0	0	0	0	0	0	0	0.039589402	0	0	0.001106943	0
TBCEL	0.045927295	0.096342533	0.031921157	0.043054158	0.010551409	0.019810692	0	0.023856124	0.026543065	0.035140879	0.025550094	0.016041856	0.023723422
TECTA	0.021643186	0	0	0	0	0.000275571	0	0	0	0	0	0.000684564	0.000455619
SC5D	0.214754326	0.221240267	0	0.238556346	0.154600173	0.3338528	0.039660862	0.127907306	0.094085502	0.123331991	0.094869902	0.235093805	0.283516046
RP11-730K11.1	0	0	0.013060157	0.014372837	0.007860069	0.001759959	0.009581838	0.007491421	0	0.004182233	0	0.010557499	0.006650904
SORL1	1.312571696	0.526606235	0.369356527	0.358992557	0.401672552	0.262731141	0.477198198	0.785071298	0.704944648	0.516217613	0.582153847	0.507929582	0.716688234
BLID	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR100HG	0	0	0	0	0	0	0	0	0	0	0	0	0
UBASH3B	0.283583807	0.099158207	0.191108014	0.259644523	0.233255231	0.139234385	0.018354648	0.11248876	0	0.078189356	0.110825969	0.088143098	0.088194353
CRTAM	0.261630551	0.216606408	0.664320628	0.426198098	0.444378553	0.712368669	0.057406922	0.083460476	0	0.156487926	0.055181575	0.266801672	0.188290582
C11orf63	0.125883467	0.04726699	0.109136747	0.014787292	0.01769753	0.012963748	0	0	0	0	0	0.005335208	0.001848664
BSX	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA8	1.689807834	3.536528518	2.696682616	3.848516333	3.627042461	8.490026569	4.338208586	4.153165799	5.33166939	5.90417248	6.43979549	16.57226573	6.203566155
CLMP	0	0	0	0	0	0.00214689	0	0	0	0	0	0.000464124	0.000164956
GRAMD1B	0.02377973	0.007468514	0.059855132	0.012884225	0.011690381	0.037112091	0	0.006320576	0	0.005146596	0.016769685	0.002664212	0.005194928
SCN3B	0	0	0	0	0	0.0002387	0	0	0	0	0	0	0
RP11-634B22.4	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF202	0	0.007468514	0.017612331	0.019723731	0.011605896	0.018366353	0	0.020520313	0	0.027715748	0.012320525	0.009178316	0.012054235
OR10S1	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5A	0.047653543	0	0.046716506	0.016244505	0.021281154	0.029910315	0.035793691	0.088546716	0.057948884	0.020129828	0.03781438	0.020017928	0.027072152
OR8G1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0	0	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0	0	0	0	0	0
TBRG1	0.973960441	0.49308129	0.730829818	0.549395959	0.53915646	0.447211351	0.445673436	0.546126596	0.665749101	0.476186726	0.279341938	0.493399167	0.515888819
SIAE	0	0.007468514	0.017612331	0	0	0.002670308	0	0.00687516	0	0.009504614	0	0.003223528	0.002928004
SPA17	0	0	0	0.012430579	0.011707426	0.002534324	0	0.005313868	0	0	0.013681771	0.002200396	0.002129778
NRGN	0	0	0	0	0	0.003099007	0	0.003625919	0	0	0.028105166	0.003053359	0.002197012
RP11-677M14.2	0	0	0	0.003473449	0	0.000877992	0	0	0	0	0	0.000807925	0.00018032
VSIG2	0	0	0	0	0	0.000300723	0	0	0	0	0	0	0
ESAM	0	0	0	0	0	0.001136574	0	0	0	0.000855487	0.01533701	0.000942107	0.000215717
RP11-677M14.3	0	0	0	0	0	0	0	0	0	0.003221469	0.009369454	0.001205383	0.000293567
MSANTD2	0.174776002	0.036938798	0.072268357	0.03124677	0	0.026126654	0.028902694	0.044242264	0.026563212	0.033289335	0.071890656	0.028073545	0.023080919
AP000866.1	0	0	0	0.004169737	0	0.001094195	0	0	0	0	0	0.001072094	0.000515478
RP11-677M14.7	0.023375901	0.032303077	0	0.009566075	0	0.002727965	0.009541126	0.006941407	0	0.006320839	0	0.001995831	0.002408508
ROBO3	0.021093578	0.071312675	0	0	0.030860103	0.010338159	0.045098621	0.011339271	0.05751361	0.031296937	0.005367394	0.02343126	0.016836338
ROBO4	0	0	0	0	0	0	0	0	0	0	0	0.000356385	0
RP11-664I21.6	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0	0.000206299
HEPN1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC15	0.080000755	0	0	0.010115017	0.01252113	0.009930434	0	0.008848633	0	0.013186295	0.038671585	0.014365273	0.015979617
SLC37A2	0	0	0	0	0	0	0	0.003160288	0	0	0.005367394	0.002766773	0.000897573
TMEM218	0.167802045	0.071473366	0.044441035	0.061307777	0.057888245	0.040862629	0.122303977	0.059365407	0.063480038	0.076515783	0.079213043	0.064650308	0.051255902
PKNOX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX2	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	0	0	0.120007938	0.096102553	0	0.103265242	0.110853686	0.185819182	0.18868896	0.253335687	0.078510845	0.25443541	0.192132221
AP000708.1	0	0	0	0	0	0.000784216	0	0	0	0.001793194	0	0.000978648	0.000163636
EI24	0.107261865	0.066935731	0.232999163	0.197181475	0.087703471	0.175910713	0.094443831	0.187425493	0.159078921	0.117455253	0.122056234	0.122938413	0.123594013
STT3A-AS1	0	0	0	0	0	0.000100983	0	0	0	0	0	0	0.000477624
STT3A	0.243478962	0.148673043	0.107698731	0.131371545	0.072823247	0.100836509	0.215484141	0.174493014	0.150401143	0.129639209	0.109514494	0.115545214	0.108180554
CHEK1	0.028660162	0	0	0.016832422	0	0.025003796	0.017643941	0.002405765	0.016976489	0.010482752	0.238669308	0.019805266	0.0196987
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE1	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE2	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE4	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-680F20.10	0	0	0	0	0	0	0	0	0	0	0	0	0
HYLS1	0.022996531	0.071312675	0.018114406	0.012344714	0.037049808	0.017413806	0.026434649	0.015013871	0.053450673	0.02006453	0.01420147	0.02652678	0.025383312
PUS3	0.056389334	0.075470257	0.059593431	0.03504858	0.029617675	0.041651939	0.129407149	0.079145597	0.073487441	0.037422241	0.048204268	0.044064499	0.040552111
RP11-680F20.9	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX25	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-680F20.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-680F20.4	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-680F20.6	0	0	0	0	0	0	0	0	0	0	0	0	0
CDON	0	0	0	0	0	0	0	0	0	0	0	0	0.000123468
RP11-680F20.12	0	0	0	0	0	0	0	0	0	0	0	0	0
RPUSD4	0.228460131	0.070228106	0.120851924	0.041707231	0.043016682	0.048619118	0.017946383	0.031240051	0.092740515	0.060680525	0.061212941	0.047038507	0.05659452
RP11-50B3.4	0.013323488	0	0	0	0	0.000549644	0	0	0	0	0	0.000366458	0.000289623
FAM118B	0.165086106	0.06630531	0.139307014	0.061265182	0.052296433	0.032740429	0.07028099	0.024756362	0.079424219	0.036073166	0.041473656	0.036832834	0.032183104
SRPRA	0.86103062	0.405105288	0.424348973	0.443640751	0.680374947	0.542392738	0.509321832	0.416935274	0.852747968	0.496201944	0.206047307	0.467842529	0.633949042
FOXRED1	0.07315198	0.097277031	0.01414798	0.04634806	0.054458255	0.05286653	0.049656545	0.07253831	0	0.053232697	0.107239253	0.040732009	0.040272063
TIRAP	0.076206387	0.05563341	0	0.032358575	0.015574218	0.012019138	0.028093771	0.048391886	0	0.036839698	0.023679181	0.016122625	0.018218076
RP11-712L6.7	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-712L6.5	0	0	0.015536648	0	0	0.000340789	0	0	0	0.001235137	0	0.001970618	0.001505692
DCPS	0.037002866	0.282145764	0.046240413	0.093303403	0.091777187	0.088893714	0.254068644	0.158779816	0.089908281	0.113477783	0.284700801	0.118572819	0.115691486
ST3GAL4-AS1	0	0	0	0.019165445	0	0.015441563	0.056426446	0.076535656	0.046975882	0.038329588	0.053642582	0.032431352	0.02935948
ST3GAL4	0	0.184473274	0.018114406	0.045599057	0.020091014	0.043431476	0.108081162	0.182468157	0.10958447	0.179603242	0.129566622	0.127571304	0.161269805
KIRREL3	0	0	0	0	0	0	0	0	0	0	0	0	0.000145224
KIRREL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-115C10.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-480C22.1	0	0	0	0	0	0	0	0	0	0	0	0	0.000278278
RP11-702B10.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS1	3.632328963	2.071762568	1.271301672	1.981017606	1.108122866	1.206739618	1.0796819	1.337299843	0.869411394	0.973442087	0.732231444	1.040221677	1.366070742
RP11-1007G5.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-264E20.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-264E20.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-744N12.3	0	0	0	0	0	0	0	0	0	0	0	0.000333783	0
FLI1	0.587929194	0.290987027	0.621037623	0.586154668	0.501418441	0.288769514	0.45164663	0.559311917	0.599674617	0.594040554	0.375413421	0.488836244	0.463980323
SENCR	0.018630213	0	0.016712553	0.009509049	0	0.00151851	0.023235809	0.02382804	0	0.020009424	0	0.016532074	0.010523262
KCNJ1	0	0	0	0.002781601	0	0	0	0	0	0	0	0	0.000230497
KCNJ5	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf45	0	0	0	0	0	0.000401175	0.011713119	0	0	0	0	0	0
TP53AIP1	0	0	0	0	0	0	0	0	0	0	0	0.000377715	0
ARHGAP32	0	0	0.058805487	0	0	0.002528274	0	0.002794439	0	0	0	0.00147213	0.001561073
BARX2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-237N19.3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01395	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM45B	0	0	0	0	0	0	0	0	0	0	0	0	0
NFRKB	0	0.266666213	0.057680469	0.051208765	0.014006318	0.029842229	0.030296075	0.031826457	0	0.04409599	0.21002327	0.033846827	0.039251646
PRDM10	0.13297805	0.013790139	0.015536648	0.049633468	0.025486465	0.021505682	0.02628257	0.048750356	0.098168392	0.014691344	0	0.021462158	0.024615169
LINC00167	0	0	0	0.014710265	0	0.002443942	0.00876932	0	0	0.003882107	0	0.002545011	0.001182682
APLP2	0.622747037	0.113357448	0.147237093	0.218005077	0.114568003	0.184526471	0.261638879	0.399165219	0.175244923	0.27523488	0.227089113	0.297349309	0.330745254
ST14	0	0	0	0	0	0.000412728	0	0	0	0	0	0	0.000389281
ZBTB44	0.627144617	0.20495656	0.087357969	0.13694386	0.049145389	0.081553696	0.10467174	0.249744306	0.568667489	0.190938494	0.082013453	0.111986177	0.180324426
RP11-121M22.1	0	0	0	0.003783945	0	0	0	0	0	0.005047677	0	0.000964486	0.001455693
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf44	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-890B15.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000123422
RP11-890B15.3	0.083150119	0	0	0.008424095	0	0.003828769	0	0.006592936	0	0.002178083	0	0.002333867	0.001152153
SNX19	0.12874958	0.046417485	0.089365412	0.063498718	0.169896584	0.053244891	0.06489851	0.093177065	0.025847143	0.080636745	0.05199253	0.064249891	0.065026526
AP002856.4	0	0	0	0	0	0	0	0	0	0	0	0	0
NTM	0.037002866	0	0.02017493	0	0	0	0	0	0	0	0	0	0.000143097
AP003025.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AP004372.1	0	0	0	0	0	0	0	0	0	0	0	0	0
OPCML	0	0	0.015536648	0	0	0.000813203	0	0	0	0	0	0	0
IGSF9B	0	0	0	0.001928531	0	0.005042715	0	0	0	0.001297394	0	0.001325796	0.00187331
RP11-713P17.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-713P17.3	0	0.012460316	0.009121743	0.025915355	0	0.002555355	0	0.006227063	0	0.0048377	0.009867202	0.010074826	0.00178749
RP11-713P17.4	0	0	0.03473293	0	0	0.000448974	0	0	0	0	0	0.000823334	0.000313467
JAM3	0	0	0	0.002935468	0	0.006208576	0.044906882	0.012297527	0	0.010532389	0	0.003829536	0.006515914
NCAPD3	0.315351653	0	0.02017493	0.087335016	0.062577531	0.07042565	0.053180903	0.06866067	0.117525053	0.070489588	0.269779929	0.067502586	0.05321014
VPS26B	0.442056251	0.246192018	0.113528247	0.224913863	0.105508457	0.159841892	0.259093548	0.302517053	0.283046336	0.239508788	0.152057291	0.228235131	0.239848277
THYN1	0.118242524	0.041088059	0.136594617	0.153207463	0.187592053	0.143468573	0.131507922	0.189492659	0.13010049	0.155036067	0.218448823	0.152841566	0.131774689
ACAD8	0.176215255	0.102611221	0.075135374	0.100077441	0.009539605	0.042034045	0.087545757	0.061703168	0.040136531	0.065710706	0.043433232	0.048236537	0.057276406
GLB1L3	0	0	0	0	0	0	0	0	0	0	0	0	0
GLB1L2	0.099247133	0	0	0	0	0.002737924	0.012846425	0.005300141	0	0	0.017438468	0.008227955	0.005628757
B3GAT1	0.064944822	0	0	0.010510959	0	0.002911418	0.099931099	0.080108366	0.014670732	0.048027032	0.074980317	0.044771629	0.049613737
AP004550.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-469N6.1	0	0	0	0	0	0.001319676	0	0	0	0	0	0.001273855	0.000117042
RP11-555G19.1	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND11	0.402385026	0.090786264	0.110606284	0.22902726	0.070388531	0.141428286	0.187196784	0.211054999	0.265633557	0.152728785	0.052631791	0.128302708	0.179087378
DIP2C	0	0	0	0.004200325	0.02657911	0.002357547	0	0	0	0.009206872	0.024259178	0.005646262	0.004989465
RP11-490E15.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-809C18.3	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR26	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164C1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP4B	0.223503308	0.149372065	0.180155979	0.128848041	0.077534631	0.084155148	0.034251452	0.071592076	0.045262184	0.063251989	0.069569355	0.071536616	0.083706265
GTPBP4	0.166408275	0.141870615	0.25326666	0.141524359	0.105957743	0.144126733	0.096228949	0.129887187	0.072114081	0.087589051	0.103222781	0.116448696	0.097931226
IDI2	0	0	0	0	0	0	0	0	0	0	0	0	0
IDI2-AS1	0	0	0	0	0	0.000929026	0	0.00974591	0	0.003272572	0	0.00515448	0.002373789
IDI1	0.696379424	0.394214695	0.179870936	0.608230524	0.239847353	0.73314023	0.336972691	0.51500534	0.24735817	0.560024971	0.566815942	0.881851227	0.905972325
WDR37	0.333208911	0.23446675	0.131479143	0.120817862	0.23980959	0.078606533	0.094704498	0.194112225	0.224004461	0.22013942	0.028933959	0.176523497	0.159867417
LINC00200	0	0	0	0	0	0.003167192	0	0	0	0.001801439	0	0.001758967	0.003516513
ADARB2	0.118358488	0.034695898	0.033148979	0.066602065	0.034545991	0.033463771	0.013372187	0.012857746	0.058474573	0.004922451	0	0.007358445	0.008547513
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00700	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-446F3.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-526P5.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-118K6.3	0	0	0	0	0	0	0	0.010461783	0	0	0	0	0
PFKP	0.128041144	0.124080852	0.066826469	0.160738572	0.0551652	0.106225615	0.148162221	0.10173239	0.236620032	0.128328465	0.179237	0.086164019	0.080254513
RP11-298E9.7	0	0	0	0	0	0	0	0	0	0	0	0	0
PITRM1	0.129866372	0.01324722	0.198968205	0.082003879	0.011605896	0.074396853	0.131632879	0.081927255	0	0.076786649	0.051539751	0.05432903	0.064811766
PITRM1-AS1	0	0	0	0	0	0.000704309	0	0	0	0	0	0.001043544	0.000798222
RP11-298E9.5	0	0	0	0	0	0	0	0	0	0	0	0.000272446	0
RP11-195B3.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-482E14.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-184A2.3	0	0	0	0	0	0	0	0	0	0	0	0.000150735	0
RP11-184A2.2	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF6	2.458859581	1.355627317	0.6917925	3.156324299	2.950764907	2.248066617	1.510652056	1.55967483	0.962667079	3.668158765	1.231597246	3.31254923	1.102939228
RP11-464C19.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-464C19.3	0	0	0	0	0	0.000122009	0	0	0	0	0	0	0
RP11-433J20.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00702	0	0	0	0	0	0.000119583	0	0	0	0	0	0	0
LINC00704	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00705	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	0	0	0	0	0	0.000198756	0	0	0	0	0	0.000330457	0.000186806
AKR1C2	0	0	0	0	0	0.000383037	0	0	0	0	0	0	0.00014341
AKR1C1	0	0	0	0	0	0.000511521	0	0	0	0.003235153	0	0.002036247	0
RP11-499O7.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C3	0	0.17540119	0.11698787	0.012259681	0	0.032249052	0.596220015	0.823050952	0.604244037	0.624956358	0.391508054	0.737415221	0.736037412
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0	0.000115431
RP11-445P17.3	0	0	0	0	0	0	0	0	0	0.003094618	0	0	0.000493192
RP11-445P17.8	0	0	0	0	0	0	0	0	0	0	0	0.001057009	0.000402289
UCN3	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBAL3	0	0	0	0	0	0	0	0	0	0	0	0	0
NET1	0.042710755	0	0.018114406	0.024013215	0.035873042	0.029590981	0.016423754	0.015554604	0	0.022704759	0.134843209	0.040477967	0.030124424
CALML5	0	0	0	0	0	0.000390605	0	0	0	0	0	0	9.19E-05
CALML3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML3	0	0	0	0.004750586	0	0	0	0	0	0	0	0.000277373	0.000180768
RP11-116G8.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-463N16.6	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-336A10.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-336A10.4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB13	0	0	0	0	0	0.000434768	0	0.003021266	0	0.002554377	0	0.000837391	0.000760465
FAM208B	0.274952371	0.059379012	0.178454876	0.152721051	0.08074653	0.100908941	0.07468	0.093889481	0.084580147	0.067905694	0.085203648	0.073306122	0.099802582
RP11-336A10.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000133793
GDI2	0.344627206	0.597645211	0.370628157	0.559022584	0.707360772	0.463559116	0.637699324	0.580141365	0.587272933	0.577941594	0.601468645	0.465626797	0.496377719
RP11-318E3.9	0	0	0	0	0	0.000128031	0	0	0	0	0	0	0
ANKRD16	0	0	0	0.037014663	0	0.007929035	0	0.018654759	0.018932665	0.005822194	0	0.007524155	0.009059399
FBXO18	0.109263749	0.165692865	0.019826227	0.071502425	0.029980298	0.043142041	0.045743365	0.042239078	0	0.063071796	0.200221783	0.044249198	0.046211708
RP11-536K7.3	0	0	0	0	0	0.00022861	0	0	0	0	0	0.00033433	0.000663142
IL15RA	0.028660162	0.036544059	0.036333131	0.057255054	0.02634301	0.019393789	0.010044093	0.050346685	0.098168392	0.029898157	0.001361247	0.038125999	0.022348649
IL2RA	0.032748393	0	0.401379835	0.003790897	0.028889657	0.073544446	0	0	0	0.002913558	0	0.018261455	0.008283728
RP11-536K7.5	0	0	0.036228811	0	0	0.000273076	0	0	0	0	0	0	0
RBM17	0.833398467	0.425665679	0.482424255	0.382462902	0.497646624	0.409320688	0.343446429	0.446327045	0.338752888	0.456182143	0.4858152	0.381207791	0.366104733
PFKFB3	0.053116779	0.107443889	0	0.444187876	0.247217467	0.816052407	0.019435349	0.044264085	0	0.075739144	0.016704536	0.123046596	0.186330348
RP11-414H17.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-563J2.2	0	0	0	0	0	0.001235918	0	0	0	0	0	0.000763717	0.000319202
RP11-563J2.3	0	0	0	0	0	0.002569525	0	0	0	0	0	0	0.000691119
PRKCQ	0.871982865	0.274382638	0.154810111	0.286580433	0.094384253	0.161835864	0.236733329	0.304717804	0.179557015	0.237657795	0.183614622	0.209608048	0.203763528
RP11-554I8.1	0	0	0	0	0	0	0	0	0	0	0	0	0.000194006
RP11-554I8.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00706	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00707	0	0	0	0	0	0.000793942	0	0	0	0.001390504	0	0	0.000426206
