	Fibroblast.c01.MYH11	Fibroblast.c02.ADAMDEC1	Fibroblast.c03.COL15A1	Fibroblast.c04.LRRC15	Fibroblast.c05.PI16	Fibroblast.c06.ADH1B	Fibroblast.c07.IL6	Fibroblast.c08.RGS5	Fibroblast.c09.CTNNB1	Fibroblast.c10.PRG4	Fibroblast.c11.HOPX	Fibroblast.c12.MSLN	Fibroblast.c13.HGF	Fibroblast.c14.HSPA6	Fibroblast.c15.SOX6	Fibroblast.c16.SFRP2	Fibroblast.c17.STMN1	Fibroblast.c18.HHIP	Fibroblast.c19.MMP1	Fibroblast.c20.CD74
HLA-DRB5	0.162258393	0.013422819	0.141843972	0.029593944	0.05940799	0.128043991	0.142857143	0.15462754	0.027842227	0	0.309018568	0.333333333	5.895522388	0.091772152	0.047377327	0.094688222	0.077586207	0	0.07619863	0.237288136
HLA-DRB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-E	39.42573754	1.781879195	3.532332082	4.003670567	5.016973711	4.305577376	7.102040816	35.38406965	1.185614849	6	13.94960212	6.205128205	168.2089552	5.150316456	2.9357022	4.806004619	1.514367816	2.817073171	6.567636986	16.73446328
HLA-F	10.53865717	0.464765101	0.194409679	0.881853636	0.203477541	0.216810683	0.714285714	5.854240568	0.218097448	2.5	1.347480106	0.41025641	6.388059701	0.742879747	0.927241963	0.420323326	0.247126437	0.829268293	1.555650685	2.350282486
HLCS	0.919125127	0.063758389	0.035878181	0.115393439	0.042641275	0.027494108	0.06122449	0.9427604	0.023201856	0	0.485411141	0.025641026	0.059701493	0.045094937	0.055837563	0.087759815	0.060344828	0.048780488	0.101027397	0.581920904
HLTF-AS1	0.278229908	0	0.003337505	0	0	0.003142184	0	0.263463399	0	0	0.042440318	0	0.537313433	0	0	0	0.002873563	0	0	0.028248588
HLX	2.29145473	0.030201342	0.111806425	0.186281257	0.280066239	0.190102121	0.132653061	1.459690422	0.03712297	0	0.611405836	0.102564103	5.432835821	0.118670886	0.055837563	0.161662818	0.048850575	0.06097561	0.176369863	0.11299435
HMBOX1	2.165818922	0.100671141	0.090529829	0.158752007	0.112813082	0.094265515	0.12244898	2.404063205	0.051044084	0.5	0.24005305	0.076923077	2.223880597	0.216772152	0.120135364	1.205542725	0.847701149	0.182926829	0.16609589	0.683615819
HMCN1	0.793997965	0.080536913	0.237380058	0.873594861	0.238873939	0.323644933	0.540816327	0.089326024	0.167053364	0	2.600795756	0.512820513	13.13432836	0.36471519	0.018612521	1.720554273	0.028735632	0.073170732	0.850171233	0.672316384
HMCN2	0.049847406	0.033557047	0.096787651	0.01651755	0.552473608	0.217596229	0.081632653	0.016123831	0.020881671	0	0.021220159	0.153846154	0.044776119	0.040348101	0.018612521	0.131639723	0.057471264	0.06097561	0.015410959	0.016949153
HMG20B	6.016276704	0.234899329	0.275761368	0.908924065	0.349203064	0.4564022	0.37755102	4.470170913	0.199535963	0.5	2.75331565	0.615384615	13.41791045	0.549050633	0.368866328	0.623556582	0.494252874	1	0.920376712	3.717514124
HMGA1	0.0508647	0.035234899	0.098456404	0.142463868	0.217553302	0.085624509	1.418367347	0.116575298	0.11136891	0	0.107427056	1.333333333	0.014925373	0.103639241	0.0642978	0.069284065	1.037356322	0.146341463	0.305650685	0.073446328
HMGA2	0.002034588	0	0.001251564	0.076164258	0.000827986	0.001571092	0.06122449	0.008384392	0.027842227	0	0.034482759	0.051282051	0	0.022943038	0	0	0.048850575	0	0.089041096	0
HMGB4	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
HMGCL	3.294506612	0.093959732	0.130162703	0.286074788	0.212792383	0.135113904	0.12244898	2.051273783	0.048723898	0.5	0.629973475	0.230769231	1.492537313	0.15585443	0.123519459	0.307159353	0.08045977	0.195121951	0.273972603	0.418079096
HMGCR	0.585961343	0.058724832	0.044221944	0.124569855	0.059821983	0.057344855	0.112244898	0.488229603	0.034802784	0	0.118037135	0.051282051	0.567164179	0.09335443	0.074450085	0.106235566	0.074712644	0.109756098	0.142123288	0.062146893
HMGCS2	0.481180061	0.003355705	0.001251564	0	0.000620989	0.007069914	0	0.021122219	0	0	0.01061008	0	0.059701493	0.001582278	0.003384095	0	0	0	0	0.005649718
HMGN2	28.58799593	2.69295302	2.772215269	4.985547144	3.164355206	4.260801257	4.163265306	23.16317317	0.965197216	5.5	10.35278515	4.179487179	48.01492537	3.803006329	3.34179357	6.240184758	8.666666667	4	4.309075342	12.29378531
HMGN3-AS1	1.260427263	0.010067114	0.010429704	0.003899977	0.01117781	0.090337785	0	0.80054821	0	0	0.053050398	0.025641026	0.582089552	0.004746835	0.005076142	0.018475751	0.137931034	0	0.006849315	0.039548023
HMGN4	4.508138352	0.231543624	0.35669587	0.594861207	0.5764852	0.412411626	0.387755102	3.290873912	0.113689095	0.5	0.964190981	0.358974359	5.656716418	0.565664557	0.406091371	0.533487298	0.195402299	0.487804878	0.6875	0.378531073
HMSD	0.058494405	0.001677852	0.003754693	0.008717596	0.006830884	0.006284368	0	0.012576588	0	0	0.019893899	0	0.089552239	0.001582278	0.001692047	0.099307159	0.005747126	0	0.005136986	0.005649718
HMX1	0	0.001677852	0.000834376	0.001835283	0.000620989	0.000785546	0	0.000161238	0	0	0.00132626	0	0	0.001582278	0	0	0	0	0.001712329	0
HNMT	5.729908444	0.327181208	0.58698373	0.768754301	0.632995239	0.556166536	0.755102041	4.747823283	0.134570766	0	2.713527851	0.641025641	16.37313433	0.778481013	0.382402707	1.325635104	0.224137931	0.487804878	0.785958904	1.016949153
HNRNPA1L2	0.656154629	0.023489933	0.020442219	0.028676302	0.009935831	0.046347211	0.030612245	0.309577556	0.011600928	0	0.045092838	0.025641026	0.373134328	0.025316456	0.043993232	0.060046189	0.048850575	0.048780488	0.037671233	0.050847458
HNRNPA3	7.190233978	1.243288591	1.266583229	2.401927047	1.530738977	1.135113904	2.642857143	7.251370526	0.531322506	2.5	2.74403183	2.205128205	18.01492537	1.862341772	2.096446701	1.903002309	1.925287356	2.134146341	2.561643836	5.15819209
HNRNPAB	3.394201424	0.409395973	0.607008761	1.496673549	0.918443386	0.939512962	2.346938776	2.9179297	0.364269142	2	2.156498674	1.307692308	1.850746269	1.734968354	0.810490694	1.143187067	0.646551724	1.170731707	1.579623288	1.598870056
HNRNPC	27.52899288	1.41442953	1.475177305	2.803395274	1.49472159	2.249018068	3.867346939	22.5614318	0.598607889	3.5	7.458885942	2.743589744	56.6119403	2.612341772	2.194585448	3.505773672	3.793103448	2.170731707	3.136986301	7.175141243
HNRNPCL1	0.007121058	0	0	0	0	0	0	0.002579813	0	0	0.00132626	0	0	0	0	0	0.002873563	0	0	0
HNRNPD	3.358596134	0.498322148	0.434710054	0.806148199	0.577934175	0.377062058	1.010204082	2.872299258	0.211136891	2	1.482758621	0.871794872	3.865671642	0.659018987	0.681895093	0.637413395	0.614942529	1.048780488	0.966609589	0.898305085
HNRNPH1	9.305188199	0.770134228	0.569879015	0.891718284	0.655143863	0.542026709	1.091836735	10.30909384	0.35962877	0	1.411140584	1	17.11940299	0.963607595	0.908629442	1.29330254	0.686781609	1.109756098	1.082191781	2.293785311
HNRNPH2	11.534588	0.283557047	0.175636212	0.401238816	0.281515214	0.721916732	0.459183673	9.062882941	0.076566125	0	1.344827586	0.41025641	13.29850746	0.265822785	0.41962775	0.357967667	0.16091954	0.329268293	0.455479452	1.288135593
HNRNPL	1.808240081	0.390939597	0.45139758	1.039917412	0.554750569	0.439905734	0.969387755	1.735569171	0.238979118	0.5	1.230769231	0.897435897	5.776119403	0.866297468	0.507614213	0.958429561	0.485632184	0.695121951	1.289383562	0.779661017
HNRNPLL	4.55595117	0.219798658	0.201084689	0.397109429	0.275098323	0.153967007	0.397959184	2.941148017	0.11136891	0.5	1.026525199	0.461538462	0.402985075	0.338607595	0.321489002	0.406466513	3.290229885	0.292682927	0.466609589	0.81920904
HNRNPR	14.41047813	0.592281879	0.680851064	1.257169075	0.961084662	0.754909662	1.12244898	10.91438246	0.315545244	0.5	3.74933687	1.128205128	31.35820896	1.405063291	0.947546531	1.080831409	1.548850575	1.292682927	1.355308219	5.372881356
HNRNPU	15.80010173	1.038590604	1.1760534	2.381509521	1.281101221	1.284367636	5.642857143	10.33327959	0.684454756	2	2.720159151	2.41025641	13.76119403	2.378955696	1.543147208	2.598152425	1.522988506	1.987804878	3.007705479	3.790960452
HNRNPUL2-BSCL2	1.754323499	0.008389262	0.076345432	0.06629961	0.012419789	0.226237235	0.051020408	2.410512738	0.006960557	0	1.125994695	0.025641026	11.52238806	0.202531646	0.018612521	0.166281755	0.181034483	0.073170732	0.04880137	1.096045198
HOOK1	0.006103764	0.005033557	0.002503129	0.002982335	0.000620989	0.001571092	0.010204082	0.031925185	0.006960557	0	0.00928382	0	0	0.002373418	0.001692047	0.002309469	0.014367816	0	0.005136986	0
HOOK3	4.875890132	0.387583893	0.341259908	0.917871071	0.479610847	0.747839749	0.602040816	4.894550145	0.208816705	0	2.99867374	0.615384615	14.25373134	1.286392405	0.578680203	1.635103926	0.227011494	0.975609756	0.832191781	0.694915254
HOPX	2.996439471	0.015100671	0.091364205	3.222069282	0.002483958	0.357423409	0.112244898	5.926636569	0.549883991	1	6.620689655	0.487179487	6.835820896	1.377373418	0.148900169	0.951501155	0.632183908	4.890243902	1.302226027	0.401129944
HORMAD1	0	0	0.000834376	0.001605873	0.001241979	0	0	0.00096743	0	0	0.00265252	0	0	0.001582278	0	0	0	0	0.000856164	0
HOTAIRM1	0.597151577	0.174496644	0.105131414	0.064923148	0.185261851	0.10290652	0.132653061	0.511931635	0.023201856	0	0.171087533	0.153846154	0.701492537	0.096518987	0.490693739	0.131639723	0.054597701	0.268292683	0.088184932	0.186440678
HOXA10-AS	0.089013225	0	0.01585315	0.009176417	0.004967916	0.001571092	0	0.006933247	0.002320186	0	0.019893899	0	0	0.007120253	0	0.016166282	0.011494253	0	0.010273973	0.011299435
HOXA11-AS	0.001017294	0	0.002085941	0.004358798	0.000206996	0.002356638	0	0.003869719	0.002320186	0	0.00132626	0	0	0.001582278	0	0.009237875	0	0	0.002568493	0.005649718
HOXA2	0.241098678	0.035234899	0.030871923	0.013994035	0.045125233	0.0290652	0.010204082	0.256852628	0.006960557	0	0.00928382	0	0.029850746	0.015031646	0.030456853	0.055427252	0.014367816	0.012195122	0.008561644	0.02259887
HOXA4	0.419633774	0.038590604	0.053817272	0.05528791	0.076381702	0.053417125	0.020408163	0.151241535	0.018561485	0	0.055702918	0.025641026	0.059701493	0.049841772	0.049069374	0.110854503	0.048850575	0.06097561	0.036815068	0.192090395
HOXA6	0.011190234	0.015100671	0.00667501	0.004588208	0.002276961	0.002356638	0	0.004353434	0.002320186	0	0	0.025641026	0.552238806	0.002373418	0.005076142	0.002309469	0	0	0.003424658	0.005649718
HOXA7	0.193794507	0.058724832	0.078848561	0.068134893	0.055061064	0.042419482	0.020408163	0.248951951	0.009280742	0	0.042440318	0.102564103	0.059701493	0.071202532	0.043993232	0.168591224	0.025862069	0	0.069349315	0.079096045
HOXA9	0.023397762	0	0.025448477	0.016976371	0.009107845	0.008641005	0	0.023379555	0.002320186	0	0.022546419	0.051282051	0	0.015822785	0	0.048498845	0.017241379	0	0.018835616	0.033898305
HOXB2	4.083926755	0.161073826	0.251981644	1.106446433	0.348996067	0.399842891	0.173469388	2.65172525	0.155452436	2.5	1.112732095	0.41025641	2.104477612	0.525316456	0.492385787	0.565819861	0.195402299	0.817073171	0.656678082	0.802259887
HOXB5	0.761953204	0.065436242	0.055068836	0.352144987	0.164769199	0.062843676	0.081632653	1.178007094	0.069605568	2	0.477453581	0.102564103	5.626865672	0.251582278	0.248730964	0.138568129	0.066091954	0.207317073	0.261986301	0.084745763
HOXD1	0.001525941	0	0.004171882	0.020188117	0.002276961	0.000785546	0	0.002579813	0.009280742	0.5	0.01061008	0.025641026	0	0.011075949	0	0.016166282	0.00862069	0	0.010273973	0.005649718
HOXD10	0	0	0.001668753	0.001147052	0	0	0	0.000161238	0	0	0.00265252	0	0	0.000791139	0	0	0	0	0	0
HOXD11	0	0	0.00458907	0.012617573	0.000827986	0	0	0.004030958	0.002320186	0	0.00928382	0	0.014925373	0.004746835	0	0.004618938	0	0	0.016267123	0
HOXD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	0.000417188	0.002294104	0	0	0	0.001612383	0	0	0	0	0	0.000791139	0	0	0.002873563	0	0	0
HOXD4	0.003051882	0.001677852	0.000417188	0.006882312	0.001034982	0.000785546	0	0.002418575	0	0	0.01193634	0	0	0.003164557	0	0.006928406	0.005747126	0	0.002568493	0.02259887
HOXD8	0.054425229	0	0.057989153	0.077770131	0.016973711	0.018067557	0	0.044018059	0.013921114	0.5	0.086206897	0.076923077	0.014925373	0.053797468	0	0.143187067	0.028735632	0.024390244	0.053082192	0.039548023
HOXD9	0.013733469	0	0.017521902	0.021335169	0.005381909	0.00392773	0.010204082	0.016768784	0	0	0.01193634	0.025641026	0	0.013449367	0	0.027713626	0.005747126	0	0.008561644	0.02259887
HP1BP3	8.624109868	0.847315436	0.771798081	1.74558385	0.929621196	1.384917518	0.969387755	8.817800709	0.422273782	2	3.049071618	1.076923077	24.43283582	1.232594937	1.133671743	1.704387991	0.879310345	1.365853659	1.684075342	8.536723164
HPCA	0.052390641	0.001677852	0.002920317	0.007341133	0.004553923	0.006284368	0.010204082	0.110287004	0	0	0.127320955	0	0.014925373	0.0625	0.005076142	0.011547344	0	0	0.005136986	0.005649718
HPCAL4	0.000508647	0	0.000417188	0.000458821	0.001448975	0.001571092	0	0.002096098	0	0	0.00132626	0	0	0.000791139	0	0.002309469	0	0	0.000856164	0
HPDL	0.038148525	0.001677852	0.002085941	0.007799954	0.001655972	0.001571092	0.010204082	0.069816188	0.004640371	0	0.00397878	0	2.626865672	0.003164557	0.003384095	0.006928406	0.017241379	0.012195122	0.011130137	0
HPGD	0.068667345	0.065436242	0.064246975	0.035329204	0.093976402	0.091123331	0.091836735	0.165591745	0.051044084	0	0.027851459	0.923076923	0.149253731	0.056962025	0.025380711	0.030023095	0.068965517	0.012195122	0.16609589	5.214689266
HPGDS	0	0	0.002085941	0.001376462	0.001241979	0.000785546	0.040816327	0.001289906	0.006960557	0	0	0.051282051	0	0.002373418	0.001692047	0	0.014367816	0.012195122	0.000856164	0
HPRT1	3.925737538	0.182885906	0.186483104	0.40330351	0.260401573	0.175176748	0.469387755	4.370364399	0.088167053	0	1.356763926	0.282051282	3.835820896	0.295886076	0.314720812	0.304849885	0.612068966	0.463414634	0.60359589	0.322033898
HPS3	1.002034588	0.087248322	0.071339174	0.145216793	0.139101635	0.133542812	0.112244898	0.843437601	0.051044084	0	0.24403183	0.102564103	7.492537313	0.081487342	0.101522843	0.168591224	0.063218391	0.085365854	0.172945205	0.186440678
HPSE2	0.027466938	0.046979866	0.02252816	0.004358798	0.000827986	0.017282011	0.010204082	0.003708481	0.011600928	0	0.00795756	0.025641026	0	0.060917722	0.120135364	0.030023095	0.818965517	0.085365854	0.022260274	0.005649718
HRC	9.747202442	0	0	0.000688231	0.001241979	0.002356638	0	7.486939697	0.004640371	0	0.00397878	0	0.029850746	0.003164557	0	0.002309469	1.232758621	0	0	0.005649718
HRG	0.013733469	0	0	0.000458821	0	0	0	0.004837149	0	0	0	0	0.029850746	0.000791139	0	0	0	0	0	0
HRH1	0.230925738	0.006711409	0.048811014	0.180087176	0.225833161	0.034564022	0.642857143	0.031763947	0.041763341	0	0.190981432	0.615384615	0	0.106803797	0.03891709	0.129330254	0.066091954	0.097560976	0.184931507	0.039548023
HRH2	1.168362157	0	0.008343763	0.041293875	0.000827986	0.005498822	0	0.117220252	0.011600928	0	0.057029178	0	0.014925373	0.025316456	0.001692047	0.018475751	0.043103448	0	0.059931507	0.005649718
HRNR	0.165818922	0	0.002085941	0.010552879	0.000827986	0.031421838	0	0.163818123	0	0	0.055702918	0	0.223880597	0.053797468	0.005076142	0.002309469	0	0	0.003424658	0.316384181
HS1BP3	1.779755849	0.068791946	0.088443888	0.205781142	0.149865452	0.126472899	0.102040816	1.286681716	0.039443155	0	0.460212202	0.179487179	1.194029851	0.119462025	0.10998308	0.198614319	0.091954023	0.182926829	0.211472603	0.15819209
HS2ST1	0.369277721	0.117449664	0.0880267	0.352833219	0.095839371	0.081696779	0.153061224	1.207513705	0.083526682	0	0.474801061	0.179487179	1.417910448	0.246835443	0.219966159	0.88221709	0.094827586	0.207317073	0.446061644	0.711864407
HS3ST1	0.93387589	0	0.036295369	0.002294104	0.04057131	0.042419482	0.030612245	0.079006772	0.002320186	0	0.00795756	0.256410256	0.014925373	0.037183544	0.003384095	0.03926097	0.057471264	0.012195122	0.011130137	0.04519774
HS3ST5	0.001017294	0	0	0.00022941	0	0.000785546	0	0.000322477	0	0	0.00132626	0	0	0.000791139	0.008460237	0	0.005747126	0	0	0
HS3ST6	0	0	0.000834376	0.00022941	0.00351894	0	0	0	0	0	0	0	0	0.001582278	0	0	0	0	0.002568493	0.005649718
HS6ST1	0.174465921	0.229865772	0.084689195	0.225739849	0.079279652	0.052631579	0.193877551	0.124153499	0.078886311	0	0.486737401	0.051282051	0.089552239	0.106012658	0.387478849	0.182448037	0.040229885	0.182926829	0.23630137	3.372881356
HS6ST2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD11B1	0.051881994	0.174496644	0.418439716	0.109887589	0.675636514	1.344069128	1.142857143	0.596904224	0.051044084	0	2.846153846	0.333333333	10.17910448	0.557753165	0.253807107	0.251732102	0.07183908	0.012195122	0.456335616	0.84180791
HSD17B2	0.061546287	0.52852349	0.001668753	0.002752925	0.001034982	0.002356638	0.091836735	0.026120606	0.006960557	0	0.00132626	0	0.014925373	0.007120253	2.605752961	0	0.022988506	0.62195122	0.056506849	0
HSD17B7	0.553916582	0.08557047	0.052148519	0.108281716	0.109915131	0.141398272	0.112244898	0.665752983	0.03712297	0	0.224137931	0	0.119402985	0.086234177	0.108291032	0.11778291	0.054597701	0.073170732	0.120719178	0.073446328
HSD3B1	0	0	0	0	0	0	0	0.007739439	0	0	0	0	0	0	0	0	0	0	0	0
HSD3B2	0.000508647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF1	4.448118006	0.206375839	0.331247393	0.61344345	0.480231836	0.282010998	0.683673469	2.746533376	0.157772622	0	1.718832891	0.512820513	1.119402985	0.92721519	0.384094755	0.542725173	0.341954023	0.62195122	0.654965753	0.344632768
HSP90AB1	55.25737538	3.901006711	6.614518148	8.536820372	7.369281722	5.722702278	18.58163265	52.55014511	2.290023202	15	19.93236074	11.05128205	114.2238806	17.29588608	7.829103215	10.852194	11.89655172	9.43902439	12.69434932	21.26553672
HSPA14	2.224313327	0.098993289	0.080934501	0.043129158	0.166011178	0.093479969	0.183673469	1.537891003	0.018561485	0	0.594164456	0.153846154	0.119402985	0.069620253	0.138747885	0.060046189	0.632183908	0.109756098	0.060787671	0.802259887
HSPA1B	13.99847406	7.087248322	7.567793075	5.183298922	4.954667771	1.229379419	10.95918367	14.01757498	1.663573086	2	8.062334218	8.794871795	9.298507463	26.5846519	12.27241963	7.836027714	4.801724138	9.548780488	14.92294521	10.63276836
HSPA4L	1.5508647	0.015100671	0.061743846	0.025464556	0.062512937	0.027494108	0.153061224	0.57062238	0.027842227	0	0.053050398	0.102564103	0.029850746	0.056170886	0.025380711	0.321016166	0.037356322	0.012195122	0.053938356	0.02259887
HSPB11	1.251780264	0.290268456	0.26866917	0.61321404	0.417925895	0.261586803	0.418367347	1.544663012	0.136890951	1.5	0.644562334	0.41025641	1.164179104	0.375	0.407783418	0.561200924	0.298850575	0.634146341	0.791952055	0.644067797
HSPB2-C11orf52	1.620549339	0	0.003337505	0.002294104	0.001448975	0.003142184	0	0.868268301	0	0	0.49734748	0	1.985074627	0.117879747	0	0	0	0	0	0
HSPB3	0.006612411	0	0	0.006194081	0.000206996	0	0	0.000806192	0.006960557	0	0.00397878	0	0	0	0	0	0.040229885	0.036585366	0.006849315	0
HSPB7	6.389114954	0.003355705	0.010012516	0.045193852	0.023390602	0.023566379	0	2.657368591	0.009280742	0	0.047745358	0.076923077	5.447761194	0.035601266	0.003384095	0.041570439	0.068965517	0.317073171	0.019691781	0.033898305
HSPB8	15.3214649	0.36409396	0.743846475	0.25969259	2.500310495	0.457973291	2.653061224	4.519348597	0.099767981	0.5	1.588859416	1.358974359	11.43283582	1.206487342	0.44500846	0.665127021	0.948275862	0.780487805	0.488013699	2.97740113
HSPBAP1	0.636317396	0.036912752	0.032957864	0.067217252	0.040778307	0.026708562	0.030612245	0.600612706	0.027842227	0	0.343501326	0	0.432835821	0.10443038	0.060913706	0.055427252	0.022988506	0.036585366	0.090753425	0.04519774
HSPD1	12.27466938	0.746644295	1.310387985	1.847671484	1.570068309	0.791044776	5.612244898	11.57142857	0.568445476	2.5	4.590185676	3.128205128	17.19402985	4.845727848	1.37394247	3.064665127	4.57183908	2.219512195	2.721746575	3.81920904
HSPE1	3.313326551	1.295302013	1.754693367	3.20417527	1.913475471	0.781618225	6.234693878	5.576265721	0.858468677	5.5	3.968169761	3.794871795	3.746268657	4.64556962	2.189509306	3.427251732	2.229885057	3.646341463	4.982876712	5.06779661
HSPE1-MOB4	2.858596134	0	0.016687526	0.002294104	0.000206996	0.326787117	0	2.123669784	0	0	0.766578249	0	2.52238806	0.182753165	0.001692047	0	0.172413793	0	0	0.779661017
HSPG2	2.829603255	0.39261745	1.101793909	2.82863042	1.182777893	0.967792616	0.469387755	1.203321509	0.693735499	1	3.129973475	1.615384615	5.373134328	0.860759494	0.382402707	2.364896074	0.370689655	1.780487805	1.436643836	1.655367232
HTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1B	0.45422177	0	0	0.007341133	0	0	0	0.130441793	0	0	0.00397878	0	0	0.001582278	0	0.009237875	0	0.012195122	0.011130137	0
