	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
CSAD	0.019761472	0.008415037	0.012550163	0.017519218	0.019944348	0.012972434	0.023390167	0.028162741	0.016302522
ZNF740	0.01717648	0.006174954	0.015747187	0.009515614	0.006228332	0.014329777	0.022325885	0.00872729	0.018098829
ITGB7	0.070229585	0.043300091	0.095002536	0.072042067	0.074408911	0.069380298	0.021193093	0.04910085	0.074001448
RARG	0.014343831	0.017426893	0.016413559	0.015167518	0.020398837	0.022216019	0.01757485	0.038751667	0.019076411
MFSD5	0.086075934	0.063159788	0.107238209	0.054818617	0.055444634	0.06820857	0.062598689	0.052495945	0.083954092
ESPL1	0.007524135	0.003704795	0.005065212	0.004372831	0.009160296	0.006813461	0.004947167	0.020912311	0.006712783
PFDN5	2.006542092	2.143206307	1.92116046	1.893680482	1.967313539	1.945639699	1.945309641	2.47670388	2.166397491
RP11.680A11.5	0.012385323	0.006901262	0.010303704	0.002736412	0.015430589	0.012435588	0.009344983	0.033926844	0.031575189
C12orf10	0.134728673	0.13072971	0.149679441	0.129329446	0.105924954	0.106095411	0.117054277	0.124668592	0.120377414
AAAS	0.065711227	0.054864338	0.071327171	0.06167821	0.051443158	0.041637953	0.065611778	0.03345227	0.055444398
SP1	0.068451511	0.042192347	0.045389976	0.051798442	0.037638958	0.064348368	0.095320038	0.057681428	0.059100939
AMHR2	6.07E-05	0	0	0	0	0	0	0	0
PRR13	0.926618931	0.817477212	0.880961983	0.710087708	0.961470718	1.105122766	0.719235233	0.943589983	0.969854122
PCBP2	1.235018903	1.240540645	1.157748594	1.358044201	1.107044	1.05607742	1.448421779	1.334619006	1.309263206
MAP3K12	0.014220817	0.009200831	0.008606245	0.009334244	0.008148842	0.003041267	0.012829583	0.005595194	0.007788124
RP11.793H13.11	0.004087678	0.000461232	0.002831302	0.004315072	0.0027262	0.001568413	0.012490287	0.000943025	0.003230822
TARBP2	0.049641551	0.045151678	0.048510454	0.035717246	0.02622428	0.03535216	0.044039436	0.026350271	0.039933082
RP11.793H13.10	0.004357613	0.00203351	0.001000611	0.000465776	0.002954813	0.007176701	0.003741074	0.003536849	0.004706954
ATF7	0.089901732	0.075782662	0.076537344	0.062795092	0.072349906	0.088958948	0.109694587	0.0811036	0.087573241
RP11.793H13.3	0.00193168	0.0022649	0.001526772	0.00301346	0.001431343	0	0.002590554	0.000934026	0.000584115
ATP5G2	1.768277626	2.090783916	1.911499776	1.831167742	1.576987808	1.695859975	1.545771485	1.907721558	1.712827223
CALCOCO1	0.106123121	0.075992729	0.080189895	0.093482976	0.103603178	0.065722183	0.128580223	0.088079362	0.12513689
SMUG1	0.054901986	0.046565946	0.053728355	0.034059931	0.029547133	0.038882271	0.030107356	0.025228962	0.05746132
RP11.834C11.4	0.056566448	0.032676461	0.076145311	0.098727382	0.05033491	0.00920303	0.045294184	0.00183191	0.008444077
CBX5	0.083148973	0.081579004	0.094536019	0.078947038	0.073812122	0.05621708	0.08911582	0.041247617	0.05454361
HNRNPA1	1.379955576	1.664230622	1.499717513	1.572243161	1.534522878	1.410518795	1.530436464	1.478459762	1.361948368
NFE2	0.005529407	0.002939141	0.000306479	0.000269993	0.005022881	0.015268964	0.003016024	0.037204768	0.005000653
COPZ1	0.354657227	0.317417052	0.38565214	0.275582577	0.296174756	0.414060018	0.23615094	0.233211039	0.327579057
RP11.753H16.3	0.002398771	0.008644872	0.002297864	0.006456211	0.009784453	0.002221796	0.002933787	0.004224184	0.003126831
GPR84	0.283026242	0.317744005	0.215775673	0.304497547	0.856218059	0.461876495	0.227986502	0.671572816	0.559872363
ZNF385A	0.363496879	0.449722417	0.413838753	0.333600583	0.37314515	0.416205453	0.252678533	0.429257949	0.521892276
ITGA5	0.197248134	0.332659221	0.183679446	0.185896031	0.57949916	0.370147787	0.190871	0.680126694	0.464636734
GTSF1	0.033654161	0.046582661	0.035991278	0.051420446	0.025835388	0.020852837	0.020496927	0.011620361	0.019842886
NCKAP1L	0.429565817	0.337700107	0.380116535	0.37145525	0.322258218	0.383166194	0.404102936	0.364203757	0.297702501
PDE1B	0.025620882	0.009270211	0.022538529	0.017977146	0.020240616	0.011447827	0.02323497	0.021153915	0.028176694
MUCL1	0.004698876	0.0004644	0.000206987	0	0.056546596	0	0	0.000672162	0.001687152
TESPA1	0.00688298	0.004503398	0.007409417	0.006317703	0.010293216	0.007654032	0.004763717	0.003970339	0.006215858
METTL7B	0.043070584	0.00445081	0.026651456	0.005342607	0.017124777	0.021112439	0.012808387	0.017105814	0.024538215
ITGA7	0.003265976	0.000497103	0.001553016	0.00047581	0.00209551	0.003623897	0.002150949	0.001966834	0.007603617
RP11.644F5.10	0.123215699	0.12040317	0.123142385	0.08293962	0.086383106	0.133173673	0.090610599	0.115631656	0.109021102
BLOC1S1	0.376891699	0.138463551	0.138312571	0.111277607	0.272138769	0.36825823	0.261644817	0.425823675	0.40414289
RDH5	0.001650379	0.001332429	0.00116295	0.001013804	0.000957838	0.001115072	0.002355601	0.002010703	0.001240135
CD63	2.00393491	1.504153247	1.912208463	1.420826353	1.774276153	1.832082309	1.677979148	1.557353549	1.952213202
RP11.644F5.11	0.032395264	0.020032647	0.020380688	0.033824561	0.031450214	0.017486378	0.029615145	0.016916598	0.022401146
GDF11	0.007984238	0.001931646	0.003325142	0.003529353	0.004812654	0.003380477	0.015919759	0.003396455	0.005169804
SARNP	0.264556184	0.258638732	0.253024623	0.192221525	0.224664804	0.271207083	0.231995853	0.225452036	0.28847241
RP11.762I7.5	0.010953476	0.003227744	0.002753019	0.007950985	0.005552087	0.007374493	0.014343817	0.01272001	0.015536496
ORMDL2	0.284246937	0.260045437	0.272810761	0.17932447	0.313887884	0.333232856	0.218084883	0.242666878	0.27055335
DNAJC14	0.067023881	0.045509977	0.056230122	0.063478226	0.062061477	0.049834249	0.073684447	0.036091793	0.05723083
MMP19	0.648938706	0.346454293	0.263687567	0.369522992	0.728853401	0.655178939	0.583918006	0.94183307	1.152555356
PYM1	0.151146005	0.146545902	0.149667744	0.097548982	0.108809585	0.163744777	0.115155717	0.141975385	0.185606551
DGKA	0.077658314	0.068375723	0.058156343	0.07644183	0.130025431	0.075007695	0.115739689	0.089731154	0.105860164
PMEL	0.004655875	0.001188494	0.001912779	0.003603336	0.002213194	0.000951064	0.003597074	0.000641081	0.00092875
CDK2	0.031174273	0.019528896	0.020591692	0.029810971	0.051461462	0.039929813	0.035750275	0.025758297	0.030631927
RAB5B	0.127021936	0.102317001	0.105670997	0.112581849	0.124306858	0.090396538	0.124353718	0.090009164	0.119853342
SUOX	0.030246934	0.012333203	0.027297811	0.027816995	0.02387546	0.007904652	0.028573258	0.008767546	0.018641325
IKZF4	0.011313023	0.00516615	0.006110969	0.00573217	0.007778049	0.007901131	0.011577369	0.007496544	0.009675454
RPS26	2.018943665	2.58773393	2.409580748	2.104446221	1.959550071	2.049673652	1.821181938	2.33368544	2.007477158
PA2G4	0.41473462	0.395266632	0.441672522	0.365481079	0.359054683	0.419917022	0.420093093	0.298370553	0.330144747
RPL41	1.688563887	1.923777657	1.669946723	1.735168048	1.816043514	1.806798744	1.656962401	2.087339251	1.814688671
ZC3H10	0.018807489	0.008648645	0.017825186	0.010624753	0.012301854	0.015310223	0.020370615	0.010021283	0.014374431
ESYT1	0.115829263	0.071922887	0.107946985	0.076231281	0.122616508	0.073098476	0.074033027	0.048386269	0.073240973
RP11.603J24.5	0.001154391	0	0.00147379	0.000798489	0.000250044	0	0.000627784	0.000627876	0.000562205
MYL6B	0.103791181	0.047045015	0.085459098	0.069796566	0.049598809	0.041441267	0.063928049	0.020468106	0.089841942
MYL6	2.522109026	2.495524056	2.334514221	1.89232502	2.735737104	2.716237029	2.104322409	2.903233432	2.67344548
SMARCC2	0.159067207	0.15461652	0.170666431	0.190298302	0.155686005	0.121653545	0.173908289	0.105460746	0.113704716
RNF41	0.091033275	0.101970361	0.094543698	0.08869966	0.080519337	0.081918666	0.095328105	0.073770173	0.097896771
NABP2	0.084215873	0.062375148	0.094930006	0.07460871	0.054750461	0.06292588	0.053717601	0.037856673	0.062796811
ANKRD52	0.030430919	0.020899521	0.026479063	0.022699969	0.019028609	0.025762161	0.0314549	0.013699033	0.02452599
COQ10A	0.028878025	0.020012585	0.025832177	0.040614649	0.021115117	0.009073716	0.029374174	0.015346228	0.030142197
CS	0.183317794	0.198338436	0.205014493	0.198464893	0.16307214	0.229066896	0.18251427	0.149904933	0.152263881
RP11.977G19.11	0.014943259	0.018134425	0.013404156	0.018795465	0.011179225	0.012036354	0.012111723	0.010314275	0.007542351
CNPY2	0.078854718	0.045767469	0.054778603	0.048779664	0.061893381	0.049548029	0.074356655	0.06080746	0.071953013
PAN2	0.038515389	0.031015456	0.024293399	0.028058897	0.033085895	0.02010252	0.051430357	0.030188044	0.038058906
IL23A	0.043751887	0.070948335	0.012998641	0.055912814	0.320804426	0.043041834	0.015140074	0.169750376	0.07676581
STAT2	0.191620784	0.142367294	0.131328773	0.124376029	0.157422502	0.323912402	0.160257885	0.162090787	0.158041923
TIMELESS	0.020644599	0.013079612	0.014731126	0.014491575	0.018154581	0.02202292	0.019531216	0.005818846	0.011633186
SPRYD4	0.035056617	0.028961418	0.031323326	0.017278912	0.021588356	0.05120279	0.025144527	0.010400089	0.018024958
RBMS2	0.079602286	0.066239323	0.053897283	0.069389772	0.065136536	0.045947901	0.083934642	0.031602157	0.062366374
BAZ2A	0.131392305	0.120104382	0.110106367	0.128423604	0.147909542	0.167846781	0.168915693	0.137303008	0.128261697
ATP5B	0.907610569	1.085375658	1.110913341	0.993650457	0.948593551	1.060486247	0.862812431	0.934473431	0.831737587
PTGES3	0.857352252	0.661014058	0.859362886	0.770779049	0.855443613	0.791403462	0.816494246	0.499018464	0.743343704
NACA	2.273617342	2.560973446	2.41287725	2.540273211	2.333790551	2.099755016	2.266869702	2.632550451	2.227054643
PRIM1	0.032608799	0.01177141	0.032021409	0.028754254	0.017888055	0.012895484	0.033406129	0.002336639	0.006640542
RDH16	7.29E-05	0	0	0	0.00052631	0	0	0.000181391	0
ZBTB39	0.008342341	0.005018684	0.010615371	0.009560931	0.00664515	0.005132599	0.007130088	0.002352342	0.003688968
MYO1A	0.004115019	0.003518941	0.002557189	0.001903628	0.003309327	0.001891018	0.007010486	0.001969993	0.005603047
NEMP1	0.03320763	0.023695617	0.021545507	0.04404938	0.081182971	0.037319558	0.035798535	0.016747565	0.022043641
NAB2	0.070325051	0.09376576	0.123567084	0.089286239	0.146392516	0.109238683	0.075411446	0.101189831	0.076918298
STAT6	0.201181008	0.167652809	0.143787184	0.145755124	0.228613859	0.292539619	0.256874449	0.334630083	0.21311913
LRP1	0.516763322	0.494857299	0.307834091	0.335131927	0.283309696	0.342260321	0.643214967	0.714322711	0.689147071
SHMT2	0.158824958	0.161017171	0.189369454	0.148768771	0.106065335	0.143871249	0.106011601	0.104922638	0.121104444
NDUFA4L2	0.008235762	0.026501085	0.030034123	0.048391891	0.004830386	0.00067515	0.004502771	0.001677838	0.007074829
STAC3	0.169401679	0.143355187	0.166482617	0.123724622	0.099379261	0.167505982	0.091803884	0.104253999	0.126639857
R3HDM2	0.11280345	0.192581669	0.135371257	0.186194574	0.090859318	0.095581762	0.145111116	0.161649713	0.076901769
ARHGAP9	0.210572758	0.127543921	0.163694101	0.167353867	0.196173054	0.140541843	0.175229892	0.145932308	0.130882795
MARS	0.109513289	0.085075574	0.111048094	0.104695474	0.122387111	0.123894525	0.127805634	0.071718335	0.077824936
DDIT3	0.215492414	0.151079775	0.191878034	0.218678261	0.225559628	0.201975366	0.370790623	0.194342149	0.244177638
MBD6	0.10865578	0.069833892	0.085150012	0.111115669	0.061457821	0.099097133	0.157849418	0.105927445	0.083321928
DCTN2	0.29330081	0.246267958	0.335576111	0.279863651	0.231278869	0.218829019	0.237728337	0.182778608	0.222450248
PIP4K2C	0.035486269	0.018905106	0.034488717	0.024143089	0.029142498	0.021995224	0.017917945	0.012428544	0.031990043
DTX3	0.009342178	0.001421191	0.007382974	0.008408357	0.009875168	0.001018293	0.006017839	0.001306532	0.002585073
B4GALNT1	0	0	0	0	0.000445122	0	0.00018359	0	0.000166202
OS9	0.605398801	0.548560671	0.575391277	0.545826539	0.538647034	0.527374464	0.591984046	0.522560391	0.549146129
RP11.571M6.7	0.002099234	0.002425297	0.002910737	0.000657205	0.001842892	0.000554545	0.001622014	0.002767511	0.000852035
AGAP2	0.014566923	0.014008031	0.01036342	0.010619722	0.011702841	0.012688661	0.017427059	0.007835276	0.007196809
AGAP2.AS1	0.001242751	0.000513607	0.000462723	0.000853394	0.001242723	0	0.001162449	0.000158094	0.002833554
TSPAN31	0.127666864	0.063996268	0.116449773	0.106904788	0.114950709	0.077266344	0.133195419	0.049101785	0.106187515
CDK4	0.207407159	0.153270131	0.219275941	0.175841121	0.141759825	0.140181238	0.174255638	0.057323735	0.162486074
9-Mar	0.024373919	0.002685309	0.016101999	0.008915729	0.009956168	0.010045638	0.029729899	0.003365157	0.015505869
CYP27B1	0.011150285	0.003382104	0.005814838	0.002765253	0.031611596	0.010178414	0.002076722	0.003303651	0.013036608
METTL1	0.032832697	0.035697409	0.042428322	0.025300663	0.035828822	0.069822776	0.026749863	0.013115182	0.040686615
METTL21B	0.023180798	0.011103566	0.026147966	0.019022318	0.022920479	0.020180795	0.015769785	0.004082057	0.024824574
TSFM	0.063147715	0.034972699	0.074191347	0.031133988	0.04247773	0.057126387	0.040224588	0.013911635	0.048305586
AVIL	0.004975675	0.001739821	0.003975772	0.001876982	0.007481334	0.003291449	0.004868599	0.005184061	0.007945211
CTDSP2	0.135929509	0.127487	0.120831724	0.135562248	0.120337427	0.116950147	0.162141679	0.09999221	0.131288652
RP11.620J15.3	0.021495049	0.016568214	0.02112449	0.022481398	0.011541163	0.007442322	0.019507236	0.008239259	0.019341703
XRCC6BP1	0.024515824	0.018318915	0.024924433	0.019141421	0.021820169	0.018009155	0.019075482	0.015377812	0.029717529
SLC16A7	0.016918087	0.018942186	0.008762734	0.017073218	0.017788631	0.030933176	0.064234669	0.088385485	0.036517162
FAM19A2	0.010160858	0.009734025	0.010314262	0.00814835	0.008924883	0.006167387	0.007472149	0.020435678	0.013624837
USP15	0.378478295	0.362026971	0.344835583	0.321320183	0.444256652	0.457555552	0.428768181	0.577958224	0.447259357
MON2	0.098333305	0.099398043	0.08534808	0.082522405	0.087988851	0.088776689	0.123438744	0.103345043	0.095661081
LINC01465	0.017031634	0.012575197	0.00448895	0.025541082	0.028221692	0.013087895	0.02486992	0.015174638	0.021246975
RP11.631N16.2	0.007804271	0.003957659	0.003857265	0.001724716	0.006328311	0.014223125	0.007395867	0.018125655	0.012272813
RP11.631N16.4	0.007522047	0.001163616	0.002901898	0.004973644	0.00647748	0.003381697	0.005752838	0.007573866	0.006927218
PPM1H	0.013547952	0.009494542	0.009981804	0.012414058	0.006968956	0.00398168	0.01287151	0.007111699	0.008982825
TMEM5	0.050933586	0.043005528	0.055565725	0.063067747	0.044980978	0.037884323	0.043585629	0.036262156	0.045210839
SRGAP1	0.258365103	0.321017899	0.267461104	0.422886868	0.174122073	0.110667476	0.460160828	0.187911415	0.17773761
C12orf66	0.018555417	0.017106805	0.015627127	0.033498742	0.015792179	0.015034403	0.022341101	0.010470388	0.01644644
XPOT	0.055106824	0.042945228	0.039380385	0.045387332	0.039701317	0.05093098	0.060030409	0.042352176	0.05049067
RP11.114F3.4	0.01302703	0.010371175	0.005784935	0.024357908	0.028574665	0.018450744	0.017705034	0.030794543	0.027422249
TBK1	0.121197784	0.114851071	0.119986905	0.138843858	0.15527234	0.181906486	0.142277176	0.143011222	0.1692082
RASSF3	0.121911636	0.184640238	0.157296775	0.191395785	0.208023074	0.179677188	0.132073414	0.263515169	0.112714622
GNS	0.497632523	0.525803285	0.429532643	0.406418703	0.61687637	0.58733252	0.420903766	0.571304053	0.524148988
TBC1D30	0.011196517	0.01906253	0.012185871	0.008100497	0.023476645	0.016651492	0.008725116	0.025584504	0.012910576
LEMD3	0.046356898	0.053617677	0.05533668	0.047041135	0.048396825	0.054188793	0.060284633	0.064193493	0.057091096
MSRB3	0.002201091	0.004107973	0.000429387	0.000797241	0.002171502	0.006151107	0.004069151	0.003127369	0.001590879
RP11.366L20.2	0.000211706	0	0.000610686	0.000256526	0.001096035	0.000793644	0.000577916	0.000621059	0.000152554
LLPH	0.157474918	0.146103079	0.167379591	0.108924482	0.141894201	0.167779712	0.133765255	0.146904124	0.188499488
TMBIM4	0.573910098	0.529765149	0.525445888	0.511748962	0.508896816	0.515987414	0.571278754	0.485357478	0.546491888
IRAK3	0.344151777	0.578648621	0.386445063	0.512356588	0.461688026	0.456500891	0.497620557	0.835249651	0.509643499
HELB	0.030632473	0.020016912	0.019544908	0.022208888	0.031425071	0.023626056	0.048233079	0.049463392	0.032691328
GRIP1	0.003532765	0.000911842	0.001500384	0.004582644	0	0	0.008756592	0.000239904	0
CAND1	0.105401638	0.080666385	0.107391206	0.102007327	0.114992517	0.109005443	0.119149428	0.08649302	0.101821261
DYRK2	0.028433305	0.008989387	0.023691874	0.012367844	0.012325363	0.018913391	0.028096928	0.005046015	0.008134272
IFNG	0.002224963	0.001600524	0.000272048	0.000528829	0.001796962	0.000342208	0.000998016	0.001942314	0
MDM1	0.02057447	0.013193726	0.019755296	0.02265668	0.015092781	0.00791558	0.016689503	0.011918142	0.012771813
RP11.81H14.2	0.006610887	0.002084606	0.002418667	0.001336767	0.00761798	0.007290924	0.000719831	0.005509333	0.001702275
RAP1B	0.568734409	0.554443867	0.569452743	0.549728373	0.705065287	0.772080268	0.543077286	0.754558391	0.703545841
RP11.637A17.2	0.002604498	0.001670554	0.003344637	0.003021038	0.000624514	0.00179948	0.003400845	0.000200528	0.001201637
NUP107	0.064195748	0.057688598	0.053979304	0.060145479	0.063214757	0.054837048	0.068229122	0.033267456	0.049217201
SLC35E3	0.093876703	0.093047505	0.108330111	0.1127283	0.065862888	0.057654883	0.098545963	0.07499996	0.099708261
MDM2	0.183442131	0.160175709	0.164573101	0.217502897	0.156604091	0.137489341	0.214132712	0.152941801	0.175974055
RP11.611O2.1	0.000453229	0	0.00016949	0.000986618	0	0	0.000734359	0.000328065	0
RP11.611O2.5	0.013108273	0.012592115	0.008963464	0.015455301	0.011766125	0.016378613	0.017761781	0.00733431	0.013468994
CPM	0.52329588	0.4435199	0.507194028	0.645805641	0.301439706	0.262934101	0.789326598	0.248521012	0.34250174
CPSF6	0.170063845	0.16757697	0.205146688	0.244367248	0.191736719	0.151688976	0.181545986	0.125681547	0.155509453
RP11.1143G9.5	0.000874988	0	0.000269591	0.000338565	0.001582401	0	0.001220935	0.000836784	0.000153647
LYZ	1.783996521	2.965630201	2.140879617	2.120255409	2.223722863	2.526014425	1.315519876	3.676481516	2.347400928
RP11.1143G9.4	0.112393398	0.242683561	0.119803961	0.090517661	0.114201433	0.187616624	0.059517709	0.398708682	0.155780875
YEATS4	0.05584723	0.033383872	0.055219723	0.051827796	0.0291884	0.035263491	0.052927646	0.014811321	0.036169607
FRS2	0.047429169	0.022489017	0.04030684	0.031525222	0.034655089	0.029951331	0.05635798	0.033339925	0.0447409
CCT2	0.303306965	0.331493406	0.390030322	0.309438354	0.263312939	0.340041898	0.324236053	0.217843463	0.268346698
RAB3IP	0.013533898	0.017735339	0.014525787	0.020386374	0.063942747	0.027598933	0.009658208	0.024138802	0.016324532
LINC01481	0.033440249	0.029596852	0.030091779	0.025539502	0.025170913	0.036836608	0.030326645	0.046356904	0.039474898
LINC01481.1	0.000278653	0	0.000732038	0.000714996	0	0	0.000172174	0.000443979	0
CNOT2	0.209820774	0.205338236	0.222373817	0.223088122	0.212941368	0.200745848	0.21653684	0.195092919	0.193814257
